FREQ,REF_AREA,SEASONAL_ADJUST,INDICATOR,ACTIVITY,TIME_PERIOD,OBS_VALUE,BASE_PER
Q,GR,Y,LCI_TXB,D,2011-Q3,129.4,2012
Q,GR,Y,LCI_TXB,E,2011-Q3,116.9,2012
Q,GR,Y,LCI_TXB,F,2011-Q3,114.5,2012
Q,GR,Y,LCI_TXB,G,2011-Q3,100,2012
Q,GR,Y,LCI_TXB,H,2011-Q3,108.4,2012
Q,GR,Y,LCI_TXB,I,2011-Q3,96.9,2012
Q,GR,Y,LCI_TXB,J,2011-Q3,111.4,2012
Q,GR,Y,LCI_TXB,L,2011-Q3,106.6,2012
Q,GR,Y,LCI_TXB,K,2011-Q3,105.3,2012
Q,GR,Y,LCI_TXB,M,2011-Q3,97.8,2012
Q,GR,Y,LCI_TXB,N,2011-Q3,104,2012
Q,GR,Y,LCI_TXB,O,2011-Q3,113.7,2012
Q,GR,Y,LCI_TXB,P,2011-Q3,115.1,2012
Q,GR,Y,LCI_TXB,Q,2011-Q3,107.2,2012
Q,GR,Y,LCI_TXB,R,2011-Q3,105.9,2012
Q,GR,Y,LCI_TXB,S,2011-Q3,106.2,2012
Q,GR,Y,LCI_TXB,BTE,2011-Q3,107.9,2012
Q,GR,Y,LCI_TXB,BTF,2011-Q3,109.2,2012
Q,GR,Y,LCI_TXB,BTN,2011-Q3,104.6,2012
Q,GR,Y,LCI_TXB,BTS,2011-Q3,107.5,2012
Q,GR,Y,LCI_TXB,GTJ,2011-Q3,102.5,2012
Q,GR,Y,LCI_TXB,GTN,2011-Q3,102.7,2012
Q,GR,Y,LCI_TXB,KTN,2011-Q3,103.2,2012
Q,GR,Y,LCI_TXB,OTS,2011-Q3,112.2,2012
Q,GR,Y,LCI_TXB,PTS,2011-Q3,111,2012
Q,GR,W,LCI_T,B,2011-Q3,99.6,2012
Q,GR,W,LCI_T,C,2011-Q3,103.9,2012
Q,GR,W,LCI_T,D,2011-Q3,124.3,2012
Q,GR,W,LCI_T,E,2011-Q3,106.7,2012
Q,GR,W,LCI_T,F,2011-Q3,107.7,2012
Q,GR,W,LCI_T,G,2011-Q3,96.2,2012
Q,GR,W,LCI_T,H,2011-Q3,103.4,2012
Q,GR,W,LCI_T,I,2011-Q3,94.8,2012
Q,GR,W,LCI_T,J,2011-Q3,109.7,2012
Q,GR,W,LCI_T,K,2011-Q3,101.1,2012
Q,GR,W,LCI_T,L,2011-Q3,103.6,2012
Q,GR,W,LCI_T,M,2011-Q3,99.5,2012
Q,GR,W,LCI_T,N,2011-Q3,104.1,2012
Q,GR,W,LCI_T,O,2011-Q3,127.9,2012
Q,GR,W,LCI_T,P,2011-Q3,124.2,2012
Q,GR,W,LCI_T,Q,2011-Q3,110,2012
Q,GR,W,LCI_T,R,2011-Q3,98,2012
Q,GR,W,LCI_T,S,2011-Q3,112.2,2012
Q,GR,W,LCI_T,BTE,2011-Q3,105.3,2012
Q,GR,W,LCI_T,BTF,2011-Q3,105.6,2012
Q,GR,W,LCI_T,BTN,2011-Q3,101.4,2012
Q,GR,W,LCI_T,BTS,2011-Q3,109.1,2012
Q,GR,W,LCI_T,GTJ,2011-Q3,99,2012
Q,GR,W,LCI_T,GTN,2011-Q3,99.7,2012
Q,GR,W,LCI_T,KTN,2011-Q3,101.4,2012
Q,GR,W,LCI_T,OTS,2011-Q3,121.7,2012
Q,GR,W,LCI_T,PTS,2011-Q3,117.1,2012
Q,GR,W,LCI_WAG,B,2011-Q3,98.5,2012
Q,GR,W,LCI_WAG,C,2011-Q3,104.1,2012
Q,GR,W,LCI_WAG,D,2011-Q3,124.9,2012
Q,GR,W,LCI_WAG,E,2011-Q3,106.8,2012
Q,GR,W,LCI_WAG,F,2011-Q3,108.7,2012
Q,GR,W,LCI_WAG,G,2011-Q3,96.8,2012
Q,GR,W,LCI_WAG,H,2011-Q3,105.1,2012
Q,GR,W,LCI_WAG,I,2011-Q3,95,2012
Q,GR,W,LCI_WAG,J,2011-Q3,109.9,2012
Q,GR,W,LCI_WAG,L,2011-Q3,106.9,2012
Q,GR,W,LCI_WAG,K,2011-Q3,101.5,2012
Q,GR,W,LCI_WAG,M,2011-Q3,99.9,2012
Q,GR,W,LCI_WAG,N,2011-Q3,103.7,2012
Q,GR,W,LCI_WAG,O,2011-Q3,120.1,2012
Q,GR,W,LCI_WAG,P,2011-Q3,123.4,2012
Q,GR,W,LCI_WAG,Q,2011-Q3,110.3,2012
Q,GR,W,LCI_WAG,R,2011-Q3,95,2012
Q,GR,W,LCI_WAG,S,2011-Q3,111.6,2012
Q,GR,W,LCI_WAG,BTE,2011-Q3,105.4,2012
Q,GR,W,LCI_WAG,BTF,2011-Q3,105.9,2012
Q,GR,W,LCI_WAG,BTN,2011-Q3,101.9,2012
Q,GR,W,LCI_WAG,BTS,2011-Q3,107.9,2012
Q,GR,W,LCI_WAG,GTJ,2011-Q3,99.5,2012
Q,GR,W,LCI_WAG,GTN,2011-Q3,100.1,2012
Q,GR,W,LCI_WAG,KTN,2011-Q3,101.6,2012
Q,GR,W,LCI_WAG,OTS,2011-Q3,117.5,2012
Q,GR,W,LCI_WAG,PTS,2011-Q3,115.7,2012
Q,GR,W,LCI_O,B,2011-Q3,104.5,2012
Q,GR,W,LCI_O,C,2011-Q3,103.3,2012
Q,GR,W,LCI_O,D,2011-Q3,121.6,2012
Q,GR,W,LCI_O,E,2011-Q3,106.2,2012
Q,GR,W,LCI_O,F,2011-Q3,104.5,2012
Q,GR,W,LCI_O,G,2011-Q3,94,2012
Q,GR,W,LCI_O,H,2011-Q3,98.1,2012
Q,GR,W,LCI_O,I,2011-Q3,94,2012
Q,GR,W,LCI_O,J,2011-Q3,109.1,2012
Q,GR,W,LCI_O,K,2011-Q3,99.8,2012
Q,GR,W,LCI_O,L,2011-Q3,88.2,2012
Q,GR,W,LCI_O,M,2011-Q3,98.3,2012
Q,GR,W,LCI_O,N,2011-Q3,105.5,2012
Q,GR,W,LCI_O,O,2011-Q3,154,2012
Q,GR,W,LCI_O,P,2011-Q3,126.4,2012
Q,GR,W,LCI_O,Q,2011-Q3,102.5,2012
Q,GR,W,LCI_O,R,2011-Q3,120.3,2012
Q,GR,W,LCI_O,S,2011-Q3,116,2012
Q,GR,W,LCI_O,BTE,2011-Q3,104.7,2012
Q,GR,W,LCI_O,BTF,2011-Q3,104.3,2012
Q,GR,W,LCI_O,BTN,2011-Q3,99.9,2012
Q,GR,W,LCI_O,BTS,2011-Q3,113.4,2012
Q,GR,W,LCI_O,GTJ,2011-Q3,97.2,2012
Q,GR,W,LCI_O,GTN,2011-Q3,98.3,2012
Q,GR,W,LCI_O,KTN,2011-Q3,100.7,2012
Q,GR,W,LCI_O,OTS,2011-Q3,138.3,2012
Q,GR,W,LCI_O,PTS,2011-Q3,123.3,2012
Q,GR,W,LCI_TXB,B,2011-Q3,106.9,2012
Q,GR,W,LCI_TXB,C,2011-Q3,108.4,2012
Q,GR,W,LCI_TXB,D,2011-Q3,147,2012
Q,GR,W,LCI_TXB,E,2011-Q3,120.7,2012
Q,GR,W,LCI_TXB,F,2011-Q3,116.9,2012
Q,GR,W,LCI_TXB,G,2011-Q3,102.3,2012
Q,GR,W,LCI_TXB,H,2011-Q3,109.2,2012
Q,GR,W,LCI_TXB,I,2011-Q3,104,2012
Q,GR,W,LCI_TXB,J,2011-Q3,123.1,2012
Q,GR,W,LCI_TXB,K,2011-Q3,108.6,2012
Q,GR,W,LCI_TXB,L,2011-Q3,109,2012
Q,GR,W,LCI_TXB,M,2011-Q3,101.8,2012
Q,GR,W,LCI_TXB,N,2011-Q3,115.3,2012
Q,GR,W,LCI_TXB,O,2011-Q3,114.9,2012
Q,GR,W,LCI_TXB,P,2011-Q3,131.4,2012
Q,GR,W,LCI_TXB,Q,2011-Q3,114.6,2012
Q,GR,W,LCI_TXB,R,2011-Q3,96.3,2012
Q,GR,W,LCI_TXB,S,2011-Q3,115.4,2012
Q,GR,W,LCI_TXB,BTE,2011-Q3,111.5,2012
Q,GR,W,LCI_TXB,BTF,2011-Q3,112.4,2012
Q,GR,W,LCI_TXB,BTN,2011-Q3,108.5,2012
Q,GR,W,LCI_TXB,BTS,2011-Q3,112.5,2012
Q,GR,W,LCI_TXB,GTJ,2011-Q3,106.4,2012
Q,GR,W,LCI_TXB,GTN,2011-Q3,106.9,2012
Q,GR,W,LCI_TXB,KTN,2011-Q3,108.3,2012
Q,GR,W,LCI_TXB,OTS,2011-Q3,118.9,2012
Q,GR,W,LCI_TXB,PTS,2011-Q3,122.3,2012
Q,GR,N,LCI_T,B,2011-Q4,125.1,2012
Q,GR,N,LCI_T,C,2011-Q4,116,2012
Q,GR,N,LCI_T,D,2011-Q4,121.4,2012
Q,GR,N,LCI_T,E,2011-Q4,120.9,2012
Q,GR,N,LCI_T,F,2011-Q4,124.3,2012
Q,GR,N,LCI_T,G,2011-Q4,110,2012
Q,GR,N,LCI_T,H,2011-Q4,109.5,2012
Q,GR,N,LCI_T,I,2011-Q4,116.6,2012
Q,GR,N,LCI_T,J,2011-Q4,117.9,2012
Q,GR,N,LCI_T,K,2011-Q4,116.2,2012
Q,GR,N,LCI_T,L,2011-Q4,115.4,2012
Q,GR,N,LCI_T,M,2011-Q4,112.7,2012
Q,GR,N,LCI_T,N,2011-Q4,119.9,2012
Q,GR,N,LCI_T,O,2011-Q4,102.8,2012
Q,GR,N,LCI_T,P,2011-Q4,119.6,2012
Q,GR,N,LCI_T,Q,2011-Q4,120.6,2012
Q,GR,N,LCI_T,R,2011-Q4,104.7,2012
Q,GR,N,LCI_T,S,2011-Q4,118,2012
Q,GR,N,LCI_T,BTE,2011-Q4,117.3,2012
Q,GR,N,LCI_T,BTF,2011-Q4,118.7,2012
Q,GR,N,LCI_T,BTN,2011-Q4,114.6,2012
Q,GR,N,LCI_T,BTS,2011-Q4,113.7,2012
Q,GR,N,LCI_T,GTJ,2011-Q4,111.6,2012
Q,GR,N,LCI_T,GTN,2011-Q4,112.9,2012
Q,GR,N,LCI_T,KTN,2011-Q4,116.1,2012
Q,GR,N,LCI_T,OTS,2011-Q4,112,2012
Q,GR,N,LCI_T,PTS,2011-Q4,119,2012
Q,GR,N,LCI_WAG,B,2011-Q4,124,2012
Q,GR,N,LCI_WAG,C,2011-Q4,116.9,2012
Q,GR,N,LCI_WAG,D,2011-Q4,121.5,2012
Q,GR,N,LCI_WAG,E,2011-Q4,120.9,2012
Q,GR,N,LCI_WAG,F,2011-Q4,123.8,2012
Q,GR,N,LCI_WAG,G,2011-Q4,110,2012
Q,GR,N,LCI_WAG,H,2011-Q4,111.6,2012
Q,GR,N,LCI_WAG,I,2011-Q4,116.3,2012
Q,GR,N,LCI_WAG,J,2011-Q4,116.5,2012
Q,GR,N,LCI_WAG,K,2011-Q4,116.5,2012
Q,GR,N,LCI_WAG,L,2011-Q4,113.7,2012
Q,GR,N,LCI_WAG,M,2011-Q4,112,2012
Q,GR,N,LCI_WAG,N,2011-Q4,119.5,2012
Q,GR,N,LCI_WAG,O,2011-Q4,98.4,2012
Q,GR,N,LCI_WAG,P,2011-Q4,117.4,2012
Q,GR,N,LCI_WAG,Q,2011-Q4,120.8,2012
Q,GR,N,LCI_WAG,R,2011-Q4,100.9,2012
Q,GR,N,LCI_WAG,S,2011-Q4,116.6,2012
Q,GR,N,LCI_WAG,BTE,2011-Q4,118.1,2012
Q,GR,N,LCI_WAG,BTF,2011-Q4,119.1,2012
Q,GR,N,LCI_WAG,BTN,2011-Q4,114.9,2012
Q,GR,N,LCI_WAG,BTS,2011-Q4,112.9,2012
Q,GR,N,LCI_WAG,GTJ,2011-Q4,111.9,2012
Q,GR,N,LCI_WAG,GTN,2011-Q4,113,2012
Q,GR,N,LCI_WAG,KTN,2011-Q4,115.9,2012
Q,GR,N,LCI_WAG,OTS,2011-Q4,109.8,2012
Q,GR,N,LCI_WAG,PTS,2011-Q4,117.7,2012
Q,GR,N,LCI_O,B,2011-Q4,129.4,2012
Q,GR,N,LCI_O,C,2011-Q4,111.8,2012
Q,GR,N,LCI_O,D,2011-Q4,121.2,2012
Q,GR,N,LCI_O,E,2011-Q4,121,2012
Q,GR,N,LCI_O,F,2011-Q4,125.7,2012
Q,GR,N,LCI_O,G,2011-Q4,109.9,2012
Q,GR,N,LCI_O,H,2011-Q4,103.2,2012
Q,GR,N,LCI_O,I,2011-Q4,118.2,2012
Q,GR,N,LCI_O,J,2011-Q4,121.2,2012
Q,GR,N,LCI_O,K,2011-Q4,115.1,2012
Q,GR,N,LCI_O,L,2011-Q4,123.7,2012
Q,GR,N,LCI_O,M,2011-Q4,114.4,2012
Q,GR,N,LCI_O,N,2011-Q4,121.2,2012
Q,GR,N,LCI_O,O,2011-Q4,116.2,2012
Q,GR,N,LCI_O,P,2011-Q4,125.4,2012
Q,GR,N,LCI_O,Q,2011-Q4,115.5,2012
Q,GR,N,LCI_O,R,2011-Q4,130.6,2012
Q,GR,N,LCI_O,S,2011-Q4,126.8,2012
Q,GR,N,LCI_O,BTE,2011-Q4,113.7,2012
Q,GR,N,LCI_O,BTF,2011-Q4,117,2012
Q,GR,N,LCI_O,BTN,2011-Q4,113.7,2012
Q,GR,N,LCI_O,BTS,2011-Q4,116.5,2012
Q,GR,N,LCI_O,GTJ,2011-Q4,110.6,2012
Q,GR,N,LCI_O,GTN,2011-Q4,112.5,2012
Q,GR,N,LCI_O,KTN,2011-Q4,116.7,2012
Q,GR,N,LCI_O,OTS,2011-Q4,120.7,2012
Q,GR,N,LCI_O,PTS,2011-Q4,125.3,2012
Q,GR,N,LCI_TXB,B,2011-Q4,111.4,2012
Q,GR,N,LCI_TXB,C,2011-Q4,107.2,2012
Q,GR,N,LCI_TXB,D,2011-Q4,131.7,2012
Q,GR,N,LCI_TXB,E,2011-Q4,119.4,2012
Q,GR,N,LCI_TXB,F,2011-Q4,119.2,2012
Q,GR,N,LCI_TXB,G,2011-Q4,103.2,2012
Q,GR,N,LCI_TXB,H,2011-Q4,103.9,2012
Q,GR,N,LCI_TXB,I,2011-Q4,106.2,2012
Q,GR,N,LCI_TXB,J,2011-Q4,110.5,2012
Q,GR,N,LCI_TXB,K,2011-Q4,111.3,2012
Q,GR,N,LCI_TXB,L,2011-Q4,108,2012
Q,GR,N,LCI_TXB,M,2011-Q4,105.2,2012
Q,GR,N,LCI_TXB,N,2011-Q4,111.1,2012
Q,GR,N,LCI_TXB,O,2011-Q4,95.4,2012
Q,GR,N,LCI_TXB,P,2011-Q4,110.7,2012
Q,GR,N,LCI_TXB,Q,2011-Q4,111.1,2012
Q,GR,N,LCI_TXB,R,2011-Q4,103.4,2012
Q,GR,N,LCI_TXB,S,2011-Q4,109.6,2012
Q,GR,N,LCI_TXB,BTE,2011-Q4,109.9,2012
Q,GR,N,LCI_TXB,BTF,2011-Q4,111.8,2012
Q,GR,N,LCI_TXB,BTN,2011-Q4,107.7,2012
Q,GR,N,LCI_TXB,BTS,2011-Q4,106.2,2012
Q,GR,N,LCI_TXB,GTJ,2011-Q4,104.5,2012
Q,GR,N,LCI_TXB,GTN,2011-Q4,106,2012
Q,GR,N,LCI_TXB,KTN,2011-Q4,109.8,2012
Q,GR,N,LCI_TXB,OTS,2011-Q4,103.8,2012
Q,GR,N,LCI_TXB,PTS,2011-Q4,110.5,2012
Q,GR,Y,LCI_T,B,2011-Q4,106.2,2012
Q,GR,Y,LCI_T,C,2011-Q4,106.8,2012
Q,GR,Y,LCI_T,D,2011-Q4,111.6,2012
Q,GR,Y,LCI_T,E,2011-Q4,109,2012
Q,GR,Y,LCI_T,F,2011-Q4,113.7,2012
Q,GR,Y,LCI_T,G,2011-Q4,100.9,2012
Q,GR,Y,LCI_T,H,2011-Q4,102.1,2012
Q,GR,Y,LCI_T,I,2011-Q4,104.9,2012
Q,GR,Y,LCI_T,J,2011-Q4,110.2,2012
Q,GR,Y,LCI_T,L,2011-Q4,103.9,2012
Q,GR,Y,LCI_T,K,2011-Q4,106.4,2012
Q,GR,Y,LCI_T,M,2011-Q4,102.2,2012
Q,GR,Y,LCI_T,N,2011-Q4,109.3,2012
Q,GR,Y,LCI_T,O,2011-Q4,102,2012
Q,GR,Y,LCI_T,P,2011-Q4,112,2012
Q,GR,Y,LCI_T,Q,2011-Q4,104.1,2012
Q,GR,Y,LCI_T,R,2011-Q4,101.9,2012
Q,GR,Y,LCI_T,S,2011-Q4,109.5,2012
Q,GR,Y,LCI_T,BTE,2011-Q4,107.4,2012
Q,GR,Y,LCI_T,BTF,2011-Q4,108.7,2012
Q,GR,Y,LCI_T,BTN,2011-Q4,105.1,2012
Q,GR,Y,LCI_T,BTS,2011-Q4,105.5,2012
Q,GR,Y,LCI_T,GTJ,2011-Q4,102.7,2012
Q,GR,Y,LCI_T,GTN,2011-Q4,103.7,2012
Q,GR,Y,LCI_T,KTN,2011-Q4,106,2012
Q,GR,Y,LCI_T,OTS,2011-Q4,106,2012
Q,GR,Y,LCI_T,PTS,2011-Q4,109,2012
Q,GR,Y,LCI_WAG,B,2011-Q4,104.8,2012
Q,GR,Y,LCI_WAG,C,2011-Q4,108,2012
Q,GR,Y,LCI_WAG,D,2011-Q4,112.1,2012
Q,GR,Y,LCI_WAG,E,2011-Q4,108.9,2012
Q,GR,Y,LCI_WAG,F,2011-Q4,113.7,2012
Q,GR,Y,LCI_WAG,G,2011-Q4,101.7,2012
Q,GR,Y,LCI_WAG,H,2011-Q4,104.8,2012
Q,GR,Y,LCI_WAG,I,2011-Q4,104.6,2012
Q,GR,Y,LCI_WAG,J,2011-Q4,108.5,2012
Q,GR,Y,LCI_WAG,L,2011-Q4,105.3,2012
Q,GR,Y,LCI_WAG,K,2011-Q4,105.7,2012
Q,GR,Y,LCI_WAG,M,2011-Q4,103.4,2012
Q,GR,Y,LCI_WAG,N,2011-Q4,109.6,2012
Q,GR,Y,LCI_WAG,O,2011-Q4,103.4,2012
Q,GR,Y,LCI_WAG,P,2011-Q4,113.3,2012
Q,GR,Y,LCI_WAG,Q,2011-Q4,104.1,2012
Q,GR,Y,LCI_WAG,R,2011-Q4,101.7,2012
Q,GR,Y,LCI_WAG,S,2011-Q4,109.1,2012
Q,GR,Y,LCI_WAG,BTE,2011-Q4,108.3,2012
Q,GR,Y,LCI_WAG,BTF,2011-Q4,109.3,2012
Q,GR,Y,LCI_WAG,BTN,2011-Q4,105.7,2012
Q,GR,Y,LCI_WAG,BTS,2011-Q4,106.1,2012
Q,GR,Y,LCI_WAG,GTJ,2011-Q4,103.4,2012
Q,GR,Y,LCI_WAG,GTN,2011-Q4,104.1,2012
Q,GR,Y,LCI_WAG,KTN,2011-Q4,105.9,2012
Q,GR,Y,LCI_WAG,OTS,2011-Q4,106.7,2012
Q,GR,Y,LCI_WAG,PTS,2011-Q4,109,2012
Q,GR,Y,LCI_O,B,2011-Q4,111.9,2012
Q,GR,Y,LCI_O,C,2011-Q4,101.7,2012
Q,GR,Y,LCI_O,D,2011-Q4,109.4,2012
Q,GR,Y,LCI_O,E,2011-Q4,108,2012
Q,GR,Y,LCI_O,F,2011-Q4,113.5,2012
Q,GR,Y,LCI_O,G,2011-Q4,97.6,2012
Q,GR,Y,LCI_O,H,2011-Q4,93.9,2012
Q,GR,Y,LCI_O,I,2011-Q4,106.6,2012
Q,GR,Y,LCI_O,J,2011-Q4,114.5,2012
Q,GR,Y,LCI_O,L,2011-Q4,98.2,2012
Q,GR,Y,LCI_O,K,2011-Q4,107.6,2012
Q,GR,Y,LCI_O,M,2011-Q4,97.6,2012
Q,GR,Y,LCI_O,N,2011-Q4,108.3,2012
Q,GR,Y,LCI_O,O,2011-Q4,98.2,2012
Q,GR,Y,LCI_O,P,2011-Q4,107.9,2012
Q,GR,Y,LCI_O,Q,2011-Q4,103.9,2012
Q,GR,Y,LCI_O,R,2011-Q4,111.9,2012
Q,GR,Y,LCI_O,S,2011-Q4,112.1,2012
Q,GR,Y,LCI_O,BTE,2011-Q4,103.1,2012
Q,GR,Y,LCI_O,BTF,2011-Q4,105.9,2012
Q,GR,Y,LCI_O,BTN,2011-Q4,103.1,2012
Q,GR,Y,LCI_O,BTS,2011-Q4,103.4,2012
Q,GR,Y,LCI_O,GTJ,2011-Q4,100.3,2012
Q,GR,Y,LCI_O,GTN,2011-Q4,102.2,2012
Q,GR,Y,LCI_O,KTN,2011-Q4,106.2,2012
Q,GR,Y,LCI_O,OTS,2011-Q4,102.9,2012
Q,GR,Y,LCI_O,PTS,2011-Q4,108.5,2012
Q,GR,Y,LCI_TXB,B,2011-Q4,100.3,2012
Q,GR,Y,LCI_TXB,C,2011-Q4,106.9,2012
Q,GR,Y,LCI_TXB,D,2011-Q4,135.8,2012
Q,GR,Y,LCI_TXB,E,2011-Q4,118,2012
Q,GR,Y,LCI_TXB,F,2011-Q4,120.1,2012
Q,GR,Y,LCI_TXB,G,2011-Q4,100.3,2012
Q,GR,Y,LCI_TXB,H,2011-Q4,103.9,2012
Q,GR,Y,LCI_TXB,I,2011-Q4,105.7,2012
Q,GR,Y,LCI_TXB,J,2011-Q4,111.5,2012
Q,GR,Y,LCI_TXB,L,2011-Q4,102.1,2012
Q,GR,Y,LCI_TXB,K,2011-Q4,106.4,2012
Q,GR,Y,LCI_TXB,M,2011-Q4,103.6,2012
Q,GR,Y,LCI_TXB,N,2011-Q4,102.4,2012
Q,GR,Y,LCI_TXB,O,2011-Q4,103.3,2012
Q,GR,Y,LCI_TXB,P,2011-Q4,103.2,2012
Q,GR,Y,LCI_TXB,Q,2011-Q4,102.2,2012
Q,GR,Y,LCI_TXB,R,2011-Q4,103.1,2012
Q,GR,Y,LCI_TXB,S,2011-Q4,107.8,2012
Q,GR,Y,LCI_TXB,BTE,2011-Q4,109.3,2012
Q,GR,Y,LCI_TXB,BTF,2011-Q4,111.7,2012
Q,GR,Y,LCI_TXB,BTN,2011-Q4,105.9,2012
Q,GR,Y,LCI_TXB,BTS,2011-Q4,105,2012
Q,GR,Y,LCI_TXB,GTJ,2011-Q4,102.9,2012
Q,GR,Y,LCI_TXB,GTN,2011-Q4,103.5,2012
Q,GR,Y,LCI_TXB,KTN,2011-Q4,104.9,2012
Q,GR,Y,LCI_TXB,OTS,2011-Q4,103.6,2012
Q,GR,Y,LCI_TXB,PTS,2011-Q4,103.8,2012
Q,GR,W,LCI_T,B,2011-Q4,126.3,2012
Q,GR,W,LCI_T,C,2011-Q4,114.9,2012
Q,GR,W,LCI_T,D,2011-Q4,120.9,2012
Q,GR,W,LCI_T,E,2011-Q4,122.9,2012
Q,GR,W,LCI_T,F,2011-Q4,124.4,2012
Q,GR,W,LCI_T,G,2011-Q4,109.2,2012
Q,GR,W,LCI_T,H,2011-Q4,108.5,2012
Q,GR,W,LCI_T,I,2011-Q4,115.6,2012
Q,GR,W,LCI_T,J,2011-Q4,117.6,2012
Q,GR,W,LCI_T,K,2011-Q4,115.3,2012
Q,GR,W,LCI_T,L,2011-Q4,115.5,2012
Q,GR,W,LCI_T,M,2011-Q4,111.4,2012
Q,GR,W,LCI_T,N,2011-Q4,119.4,2012
Q,GR,W,LCI_T,O,2011-Q4,102.8,2012
Q,GR,W,LCI_T,P,2011-Q4,119.2,2012
Q,GR,W,LCI_T,Q,2011-Q4,126.8,2012
Q,GR,W,LCI_T,R,2011-Q4,103.5,2012
Q,GR,W,LCI_T,S,2011-Q4,117,2012
Q,GR,W,LCI_T,BTE,2011-Q4,116.6,2012
Q,GR,W,LCI_T,BTF,2011-Q4,118.3,2012
Q,GR,W,LCI_T,BTN,2011-Q4,113.9,2012
Q,GR,W,LCI_T,BTS,2011-Q4,113.6,2012
Q,GR,W,LCI_T,GTJ,2011-Q4,110.8,2012
Q,GR,W,LCI_T,GTN,2011-Q4,112,2012
Q,GR,W,LCI_T,KTN,2011-Q4,115.2,2012
Q,GR,W,LCI_T,OTS,2011-Q4,113,2012
Q,GR,W,LCI_T,PTS,2011-Q4,120.4,2012
Q,GR,W,LCI_WAG,B,2011-Q4,124.8,2012
Q,GR,W,LCI_WAG,C,2011-Q4,115.9,2012
Q,GR,W,LCI_WAG,D,2011-Q4,120.5,2012
Q,GR,W,LCI_WAG,E,2011-Q4,122.9,2012
Q,GR,W,LCI_WAG,F,2011-Q4,123.9,2012
Q,GR,W,LCI_WAG,G,2011-Q4,109.5,2012
Q,GR,W,LCI_WAG,H,2011-Q4,110.8,2012
Q,GR,W,LCI_WAG,I,2011-Q4,115,2012
Q,GR,W,LCI_WAG,J,2011-Q4,116.5,2012
Q,GR,W,LCI_WAG,L,2011-Q4,113.3,2012
Q,GR,W,LCI_WAG,K,2011-Q4,116.1,2012
Q,GR,W,LCI_WAG,M,2011-Q4,109.8,2012
Q,GR,W,LCI_WAG,N,2011-Q4,118.5,2012
Q,GR,W,LCI_WAG,O,2011-Q4,98.8,2012
Q,GR,W,LCI_WAG,P,2011-Q4,116.6,2012
Q,GR,W,LCI_WAG,Q,2011-Q4,127.4,2012
Q,GR,W,LCI_WAG,R,2011-Q4,100.8,2012
Q,GR,W,LCI_WAG,S,2011-Q4,115.1,2012
Q,GR,W,LCI_WAG,BTE,2011-Q4,117.4,2012
Q,GR,W,LCI_WAG,BTF,2011-Q4,118.6,2012
Q,GR,W,LCI_WAG,BTN,2011-Q4,114.2,2012
Q,GR,W,LCI_WAG,BTS,2011-Q4,112.9,2012
Q,GR,W,LCI_WAG,GTJ,2011-Q4,111.2,2012
Q,GR,W,LCI_WAG,GTN,2011-Q4,112.2,2012
Q,GR,W,LCI_WAG,KTN,2011-Q4,114.9,2012
Q,GR,W,LCI_WAG,OTS,2011-Q4,110.8,2012
Q,GR,W,LCI_WAG,PTS,2011-Q4,119.2,2012
Q,GR,W,LCI_O,B,2011-Q4,132.5,2012
Q,GR,W,LCI_O,C,2011-Q4,110.8,2012
Q,GR,W,LCI_O,D,2011-Q4,122.5,2012
Q,GR,W,LCI_O,E,2011-Q4,123.8,2012
Q,GR,W,LCI_O,F,2011-Q4,125.8,2012
Q,GR,W,LCI_O,G,2011-Q4,108.2,2012
Q,GR,W,LCI_O,H,2011-Q4,101.6,2012
Q,GR,W,LCI_O,I,2011-Q4,118.6,2012
Q,GR,W,LCI_O,J,2011-Q4,120.4,2012
Q,GR,W,LCI_O,K,2011-Q4,113.1,2012
Q,GR,W,LCI_O,L,2011-Q4,125.6,2012
Q,GR,W,LCI_O,M,2011-Q4,116.2,2012
Q,GR,W,LCI_O,N,2011-Q4,122.8,2012
Q,GR,W,LCI_O,O,2011-Q4,115.2,2012
Q,GR,W,LCI_O,P,2011-Q4,126.3,2012
Q,GR,W,LCI_O,Q,2011-Q4,111.8,2012
Q,GR,W,LCI_O,R,2011-Q4,125.3,2012
Q,GR,W,LCI_O,S,2011-Q4,128.5,2012
Q,GR,W,LCI_O,BTE,2011-Q4,113.2,2012
Q,GR,W,LCI_O,BTF,2011-Q4,116.7,2012
Q,GR,W,LCI_O,BTN,2011-Q4,112.8,2012
Q,GR,W,LCI_O,BTS,2011-Q4,116.3,2012
Q,GR,W,LCI_O,GTJ,2011-Q4,109.3,2012
Q,GR,W,LCI_O,GTN,2011-Q4,111.4,2012
Q,GR,W,LCI_O,KTN,2011-Q4,116.1,2012
Q,GR,W,LCI_O,OTS,2011-Q4,121.1,2012
Q,GR,W,LCI_O,PTS,2011-Q4,125.8,2012
Q,GR,W,LCI_TXB,B,2011-Q4,112.5,2012
Q,GR,W,LCI_TXB,C,2011-Q4,107.6,2012
Q,GR,W,LCI_TXB,D,2011-Q4,138.8,2012
Q,GR,W,LCI_TXB,E,2011-Q4,119,2012
Q,GR,W,LCI_TXB,F,2011-Q4,118.4,2012
Q,GR,W,LCI_TXB,G,2011-Q4,102.9,2012
Q,GR,W,LCI_TXB,H,2011-Q4,102.9,2012
